UDI, TemperaturaDoAr[°C], TemperaturaDoProcesso[°C], VelocidadeDeRotacao[rpm], Torque[Nm], DesgasteDaFerramenta[min], Saida
2716,26,35,1701, 28.6,98,0
2717,26,35,1498, 44.6,101,0
2718,26,35,1422, 45.3,103,0
2719,26,35,1357, 47.3,106,0
2720,26,35,1690, 29.2,108,0
2721,26,45,1559, 39.1,110,0
2722,26,45,1553, 32.4,112,0
2723,26,45,1558, 34.8,115,0
2724,26,55,1362, 51.9,117,0
2725,26,65,1470, 42.7,119,0
2726,26,65,1555, 34.8,122,0
2727,26,65,1423, 42.9,124,0
2728,26,55,1434, 38.5,127,0
2729,26,55,1779, 25.5,129,0
2730,26,55,1417, 54.6,131,0
2731,26,45,1425, 45.9,133,0
2732,26,55,1597, 32.9,135,0
2733,26,55,1346, 57.4,138,0
2734,26,55,1422, 40.4,140,0
2735,26,55,1572, 32.8,142,0
2736,26,55,1412, 45.4,147,0
2737,26,55,1576, 36.4,149,0
2738,26,55,1508, 41.2,152,0
2739,26,65,1496, 44.4,155,0
2740,26,65,1572, 35.4,158,0
2741,26,45,1525, 42.8,160,0
2742,26,45,1378, 51.9,162,0
2743,26,45,1369, 51.4,164,0
2744,26,45,1476, 45.3,166,0
2745,26,55,1620,30,168,0
2746,26,55,1603, 38.5,170,0
2747,26,55,1411, 46.1,173,0
2748,26,55,1616, 31.6,175,0
2749,26,55,1631, 35.1,177,0
2750,26,55,1685, 28.9,179,1
2751,26,55,1456, 40.6,182,0
2752,26,55,1417, 50.1,187,0
2753,26,55,1851, 24.7,189,0
2754,26,55,1715, 27.8,192,0
2755,26,45,1630, 32.3,194,0
2756,26,55,1478, 38.8,199,0
2757,26,55,1781, 29.6,201,0
2758,26,65,1439, 36.1,203,0
2759,26,55,1412, 45.3,205,0
2760,26,55,1483, 41.1,208,0
2761,26,65,1400, 42.6,210,0
2762,26,65,1299, 65.1,212,1
2763,26,65,1479, 44.4,214,0
2764,26,65,1491, 47.5,216,0
2765,26,75,1389, 52.8,0,0
2766,26,75,1399, 54.8,3,0
2767,26,75,1889,26,6,0
2768,26,85,1925, 21.9,9,0
2769,26,85,1675, 30.2,11,0
2770,26,85,1477, 38.1,13,0
2771,26,85,1364, 45.9,16,0
2772,26,75,1451, 39.4,18,0
2773,26,75,1467, 41.2,20,0
2774,26,75,1858, 22.5,22,0
2775,26,95,1559, 39.7,24,0
2776,26,95,1560, 47.7,26,0
2777,26,95,1453, 47.6,28,0
2778,26,95,1464, 41.7,30,0
2779,26,85,1308, 50.2,32,0
2780,26,95,1353, 50.9,34,0
2781,27,5,1556, 35.8,36,0
2782,27,5,2183, 17.8,39,0
2783,27,5,1491, 41.8,41,0
2784,27,5,1528, 35.1,44,0
2785,27,5,1430, 52.7,47,0
2786,27,5,1495, 32.6,49,0
2787,27,5,1630, 28.3,51,0
2788,27,15,1524, 38.4,54,0
2789,27,15,1326, 52.4,57,0
2790,27,15,1438,44,59,0
2791,27,25,1356, 45.9,64,0
2792,27,25,1416, 43.3,66,0
2793,27,25,1584, 32.6,71,0
2794,27,15,1597, 31.8,73,0
2795,27,25,1553, 43.9,75,0
2796,27,15,1405, 49.4,77,0
2797,27,5,1539, 35.3,80,0
2798,27,15,1398, 53.7,82,0
2799,27,15,1568, 39.6,85,0
2800,27,15,1404, 44.6,87,0
2801,27,5,1500, 45.7,89,0
2802,27,5,1642, 28.8,92,0
2803,27,15,1509, 46.6,95,0
2804,27,5,1343, 50.2,98,0
2805,26,95,1450, 40.1,100,0
2806,26,85,1460, 43.5,102,0
2807,26,85,1364, 41.2,104,0
2808,26,75,1452, 41.9,106,0
2809,26,75,1471, 41.8,109,0
2810,26,75,1598, 34.6,111,0
2811,26,65,1772, 24.8,113,0
2812,26,75,1761, 25.6,115,0
2813,26,85,1413, 40.7,117,0
2814,26,85,1887, 22.6,120,0
2815,26,85,1395, 56.5,122,0
2816,26,95,1569, 31.6,124,0
2817,26,95,1434, 47.3,127,0
2818,27,5,1417, 41.1,129,0
2819,27,5,1729, 28.4,131,0
2820,27,5,1356, 51.1,133,0
2821,27,5,1436, 48.8,135,0
2822,27,15,1419, 42.5,137,0
2823,27,15,1593, 38.1,140,0
2824,27,15,1320, 62.2,142,0
2825,27,15,1448, 42.4,145,0
2826,27,15,1470, 33.5,148,0
2827,27,15,1612, 33.1,150,0
2828,27,25,1412, 51.6,153,0
2829,27,25,1875, 23.9,155,0
2830,27,15,1612,36,158,0
2831,27,25,1411, 41.6,160,0
2832,27,15,1490, 47.9,163,0
2833,27,25,1467, 40.3,166,0
2834,27,15,1807, 26.4,169,0
2835,27,15,1368,46,171,0
2836,27,15,1572,32,173,0
2837,27,15,1458, 44.3,175,0
2838,27,15,1699, 30.3,178,0
2839,27,15,1478, 39.5,180,0
2840,27,25,1362, 42.1,182,0
2841,27,25,1487, 38.9,185,0
2842,27,15,1705, 29.4,190,0
2843,27,15,1345, 53.5,192,0
2844,27,15,1532, 40.2,194,0
2845,27,15,1650, 35.2,196,0
2846,27,15,1398, 54.4,198,0
2847,27,15,1412, 44.8,200,0
2848,27,25,1525, 39.6,202,0
2849,27,15,1391, 57.9,204,0
2850,27,25,1766, 28.2,207,0
2851,27,25,1671,35,209,0
2852,27,35,1373, 48.8,211,0
2853,27,35,1347, 50.1,213,0
2854,27,35,1539, 39.1,216,0
2855,27,35,1470, 40.8,219,0
2856,27,35,1528,37,221,0
2857,27,35,1471, 45.2,223,0
2858,27,25,1528, 37.2,228,0
2859,27,35,1417, 51.5,231,1
2860,27,45,1549, 43.4,233,0
2861,27,45,1463, 49.2,235,0
2862,27,55,1479, 43.6,240,0
2863,27,45,1867,23,242,0
2864,27,45,1471, 44.1,244,0
2865,27,45,1380, 47.6,246,1
2866,27,55,1623, 32.7,0,0
2867,27,65,1997, 20.7,5,0
2868,27,55,1390, 48.5,7,0
2869,27,65,1418, 46.6,12,0
2870,27,65,1519, 35.8,14,0
2871,27,65,1519, 39.7,16,0
2872,27,55,1536, 37.2,19,0
2873,27,65,1680, 28.7,22,0
2874,27,45,1555, 37.9,24,0
2875,27,45,1471, 49.6,29,0
2876,27,35,1877, 23.8,31,0
2877,27,35,1578, 30.5,34,0
2878,27,35,1655, 32.1,37,0
2879,27,35,1502, 34.3,40,0
2880,27,45,1367, 63.2,45,1
2881,27,55,1541, 37.2,48,0
2882,27,45,1588,37,50,0
2883,27,45,1684, 32.8,53,0
2884,27,45,1437,40,55,0
2885,27,45,1409, 42.4,57,0
2886,27,35,1320, 49.9,59,0
2887,27,35,1635, 34.2,62,0
2888,27,35,1691, 27.6,67,0
2889,27,45,1365,50,70,0
2890,27,55,1523, 38.2,73,0
2891,27,45,1593, 32.4,76,0
2892,27,45,1682, 30.7,78,0
2893,27,55,1329, 54.3,80,0
2894,27,55,1568, 35.2,82,0
2895,27,55,1733, 24.8,85,0
2896,27,55,1473, 48.1,87,0
2897,27,55,1633, 31.3,90,0
2898,27,45,1530, 40.2,93,0
2899,27,45,1550, 40.2,96,0
2900,27,45,1410, 40.6,99,0
2901,27,35,1574, 33.5,101,0
2902,27,45,1425, 40.3,103,0
2903,27,45,1541, 35.2,105,0
2904,27,55,1733, 26.7,108,0
2905,27,45,2496, 13.5,111,0
2906,27,45,1552, 36.4,113,0
2907,27,45,1409, 38.7,115,0
2908,27,45,1581, 35.7,117,0
2909,27,55,1251, 59.9,120,0
2910,27,55,1500, 44.1,122,0
2911,27,45,1576, 38.8,124,0
2912,27,55,1352,44,126,0
2913,27,55,1661, 30.3,129,0
2914,27,55,1541, 34.6,131,0
2915,27,45,1888, 20.5,133,0
2916,27,35,1255, 62.1,138,0
2917,27,45,1411, 41.6,140,0
2918,27,45,1516,39,142,0
2919,27,45,1492,34,144,0
2920,27,45,1726,30,147,0
2921,27,55,1598, 33.7,149,0
2922,27,65,1657, 31.1,151,0
2923,27,65,1481, 38.1,153,0
2924,27,55,1397, 51.3,155,0
2925,27,65,1461, 44.3,158,0
2926,27,55,1388, 51.1,160,0
2927,27,55,1507, 52.4,163,0
2928,27,55,1421, 49.8,165,0
2929,27,65,1258, 54.9,168,0
2930,27,65,1482,39,171,0
2931,27,55,1403, 51.3,174,0
2932,27,65,1373, 45.4,179,0
2933,27,75,1460, 42.1,181,0
2934,27,65,1751, 27.9,183,0
2935,27,65,1546, 42.3,186,0
2936,27,65,1680, 28.2,189,0
2937,27,75,1394, 48.8,192,0
2938,27,55,1810,26,195,0
2939,27,55,1479, 34.5,197,0
2940,27,75,1431, 41.4,199,0
2941,27,75,2355, 14.4,201,0
2942,27,55,1996, 19.8,203,1
2943,27,55,1461, 49.9,0,0
2944,27,55,2007, 19.7,2,0
2945,27,55,1505, 34.9,7,0
2946,27,55,1925, 20.5,9,0
2947,27,55,1622, 30.5,14,0
2948,27,55,1592,29,17,0
2949,27,55,1850, 24.5,19,0
2950,27,55,1470, 48.7,21,0
2951,27,55,1445, 46.4,24,0
2952,27,55,1685, 31.1,27,0
2953,27,55,1667, 30.5,29,0
2954,27,55,1578, 35.4,34,0
2955,27,45,1691,28,36,0
2956,27,55,1439, 43.8,41,0
2957,27,65,1404, 38.7,44,0
2958,27,65,1498, 45.8,47,0
2959,27,65,1481, 44.5,49,0
2960,27,55,1589,35,52,0
2961,27,55,1467, 44.3,55,0
2962,27,45,1654, 32.8,57,0
2963,27,55,1508, 39.9,59,0
2964,27,55,1439,43,61,0
2965,27,55,1692, 30.3,64,0
2966,27,55,1838, 24.9,66,0
2967,27,45,1601, 40.2,69,0
2968,27,45,1369, 51.6,71,0
2969,27,45,1312, 45.2,73,0
2970,27,45,1468, 44.1,76,0
2971,27,45,1452, 39.4,78,0
2972,27,55,1393, 43.9,81,0
2973,27,45,1432, 44.2,84,0
2974,27,45,1510,46,87,0
2975,27,45,1521, 37.2,90,0
2976,27,35,1360, 46.2,93,0
2977,27,35,1881, 25.5,98,0
2978,27,25,1413, 50.3,101,0
2979,27,35,1642, 36.2,103,0
2980,27,35,1542, 38.5,108,0
2981,27,25,1447, 39.3,110,0
2982,27,25,1530, 40.4,112,0
2983,27,35,1795, 27.7,117,0
2984,27,45,1290, 57.4,119,0
2985,27,45,1639, 30.4,121,0
2986,27,55,1596, 31.5,123,0
2987,27,45,1455,48,125,0
2988,27,45,1659, 28.9,127,0
2989,27,45,1532, 42.5,130,0
2990,27,45,1502, 42.4,133,0
2991,27,45,1688, 28.6,135,0
2992,27,35,1341, 50.9,137,0
2993,27,35,1685, 29.4,140,0
2994,27,35,1370, 55.9,143,0
2995,27,35,1461, 52.5,146,0
2996,27,35,1550, 37.4,148,0
2997,27,35,1508, 37.8,150,0
2998,27,35,1345, 62.7,153,0
2999,27,35,1616, 34.5,155,0
3000,27,35,1395,61,157,0
3001,27,35,1324, 72.8,159,1
3002,27,35,1445, 43.9,164,0
3003,27,35,1555, 38.9,166,0
3004,27,45,1449, 42.4,169,0
3005,27,35,1466, 53.2,172,0
3006,27,35,1503, 37.4,175,0
3007,27,25,1488, 35.7,177,0
3008,27,25,1314, 50.2,179,0
3009,27,25,1547,38,181,0
3010,27,25,1466, 39.8,184,0
3011,27,15,1537, 37.1,187,0
3012,27,5,1434, 51.5,189,0
3013,27,25,1432, 44.7,192,0
3014,27,35,1390, 48.4,194,0
3015,27,35,1580, 42.8,196,0
3016,27,35,1589, 30.5,198,0
3017,27,35,1441, 48.8,200,0
3018,27,35,1305, 51.7,202,0
3019,27,35,1566, 35.9,204,0
3020,27,35,1379, 54.2,207,1
3021,27,25,1543, 38.1,209,0
3022,27,35,1421, 49.6,211,0
3023,27,35,1760, 30.6,213,0
3024,27,25,1711, 29.2,215,0
3025,27,35,1465, 41.6,217,0
3026,27,35,1366, 50.2,219,0
3027,27,25,1888, 21.9,221,0
3028,27,35,1777, 23.6,0,0
3029,27,35,1379, 55.6,2,0
3030,27,25,1525, 51.3,4,0
3031,27,25,1563,34,6,0
3032,27,35,1389, 43.3,9,0
3033,27,45,1447, 42.9,12,0
3034,27,45,1934, 22.8,15,0
3035,27,45,1470, 43.8,18,0
3036,27,45,1428, 42.6,23,0
3037,27,25,1319, 48.1,26,0
3038,27,35,1887, 24.3,28,0
3039,27,25,1349, 50.4,30,0
3040,27,15,1665, 31.4,32,0
3041,27,15,1474, 38.7,35,0
3042,27,25,1543, 38.9,37,0
3043,27,5,1459, 43.9,39,0
3044,27,15,1551, 37.9,42,0
3045,27,5,1981, 21.4,44,0
3046,27,5,1526, 35.3,46,0
3047,27,5,1501,40,48,0
3048,27,5,1558, 38.3,51,0
3049,27,5,1532, 43.2,53,0
3050,26,95,1326, 55.9,55,0
3051,27,5,1431, 51.3,57,0
3052,27,5,1366, 49.3,59,0
3053,26,95,1421, 42.5,61,0
3054,27,5,1506, 35.6,63,0
3055,27,5,1342, 48.7,68,0
3056,26,95,1427, 37.6,73,0
3057,27,5,1667, 29.9,75,0
3058,26,95,1400, 46.7,77,0
3059,26,85,1709, 32.1,79,0
3060,26,85,1368, 45.8,81,0
3061,26,85,1882, 23.8,84,0
3062,26,95,1353, 58.7,86,0
3063,26,75,1553,40,88,0
3064,26,85,1431, 45.4,90,0
3065,26,95,1731, 30.4,92,0
3066,26,95,1687, 27.7,95,0
3067,26,95,1457, 44.3,98,0
3068,26,95,1533,37,101,0
3069,26,85,1622, 31.8,103,0
3070,26,85,1791, 28.2,108,0
3071,26,85,1631, 28.3,110,0
3072,26,85,2174, 16.9,112,0
3073,26,95,1314, 58.2,114,0
3074,26,95,1478, 46.9,116,0
3075,26,95,1783, 27.3,118,0
3076,26,95,1385, 46.1,120,0
3077,26,85,1444, 43.6,123,0
3078,26,95,1841,23,125,0
3079,26,95,1349, 56.2,127,0
3080,26,95,1340,56,130,0
3081,26,75,1539, 43.2,132,0
3082,26,85,1932, 21.8,135,0
3083,26,85,1407, 43.9,138,0
3084,26,95,1712, 28.5,141,0
3085,26,95,1329, 55.2,143,0
3086,26,95,1441, 42.9,148,0
3087,26,85,1610, 32.1,150,0
3088,26,85,1474, 45.2,152,0
3089,26,85,1624, 30.8,155,0
3090,26,95,1520, 38.2,158,0
3091,26,95,1448, 45.8,163,0
3092,26,85,1558, 29.7,168,0
3093,26,85,2293, 16.3,170,0
3094,26,85,1397, 51.2,173,0
3095,26,85,1972,22,175,0
3096,26,75,1574, 36.5,177,0
3097,26,75,1560, 38.9,180,0
3098,26,75,1353, 49.8,182,0
3099,26,75,1389, 51.2,185,0
3100,26,75,1513, 43.8,188,0
3101,26,65,1578, 42.1,191,0
3102,26,65,1467, 37.3,193,0
3103,26,75,1412, 48.3,198,0
3104,26,65,1668, 30.3,200,0
3105,26,65,1678, 29.8,202,0
3106,26,65,1612, 35.4,205,0
3107,26,65,1485, 39.9,207,0
3108,26,65,1456, 39.4,209,0
3109,26,65,1504, 38.7,212,0
3110,26,75,1491, 44.3,214,0
3111,26,75,1525, 33.2,0,0
3112,26,85,1759, 27.9,5,0
3113,26,65,1355, 56.7,7,0
3114,26,75,1345, 56.8,10,0
3115,26,75,1683, 30.5,13,0
3116,26,75,1658, 34.8,16,0
3117,26,85,1566, 34.4,18,0
3118,26,95,1469, 43.9,20,0
3119,27,5,1458, 46.9,23,0
3120,26,95,1858, 23.6,26,0
3121,26,95,1563, 40.8,28,0
3122,26,95,2141, 17.9,33,0
3123,26,85,1473,46,35,0
3124,26,85,1498, 38.5,37,0
3125,26,95,1568, 39.7,42,0
3126,26,95,1694, 27.4,44,0
3127,26,85,1499, 35.7,46,0
3128,26,85,1717, 28.3,48,0
3129,26,95,1462, 42.8,50,0
3130,26,95,1642, 34.5,53,0
3131,26,95,1760, 25.4,55,0
3132,26,95,1660, 32.7,57,0
3133,26,95,1557, 40.6,59,0
3134,27,5,1442, 49.2,61,0
3135,27,5,1359, 51.5,66,0
3136,27,25,1342, 52.5,68,0
3137,27,25,1435, 54.8,70,0
3138,27,25,1567, 36.5,72,0
3139,27,25,1376, 43.5,74,0
3140,27,25,1513, 38.7,76,0
3141,27,25,2563, 12.8,81,1
3142,27,35,1521, 45.1,86,0
3143,27,45,1658, 34.7,88,0
3144,27,45,1419, 42.4,90,0
3145,27,45,1478, 36.3,95,0
3146,27,35,1415, 43.5,98,0
3147,27,35,1780, 26.5,101,0
3148,27,25,1440, 42.8,104,0
3149,27,25,1448, 39.7,107,0
3150,27,25,1500, 35.2,112,0
3151,27,25,1513, 32.9,117,0
3152,27,35,1428, 43.8,119,0
3153,27,35,1473, 42.3,121,0
3154,27,35,1483, 49.3,124,0
3155,27,25,1534, 42.5,127,0
3156,27,35,1367,54,129,0
3157,27,25,1467, 36.9,131,0
3158,27,25,1488, 42.2,133,0
3159,27,25,1679, 30.1,136,0
3160,27,25,1409, 47.5,138,0
3161,27,25,1367, 51.2,143,0
3162,27,25,1314, 63.1,146,0
3163,27,35,1480,40,148,0
3164,27,25,1549, 38.9,150,0
3165,27,25,1685, 31.3,152,0
3166,27,25,1536, 34.5,154,0
3167,27,25,1539, 37.7,156,0
3168,27,25,1384, 45.1,159,0
3169,27,25,1614, 30.3,161,0
3170,27,25,1675, 35.5,164,0
3171,27,25,1685, 32.3,167,0
3172,27,25,1386, 56.9,170,0
3173,27,15,1488, 41.3,172,0
3174,27,15,1624, 32.6,175,0
3175,27,15,1600, 34.6,177,0
3176,27,15,1468, 44.7,179,0
3177,27,15,1435, 45.4,181,0
3178,27,5,1564, 33.4,183,0
3179,27,5,1329, 53.6,186,0
3180,26,95,1570, 36.8,189,0
3181,27,5,1433, 48.8,191,0
3182,27,5,1527,37,194,0
3183,26,95,1443, 50.3,196,0
3184,26,95,1616,32,199,0
3185,26,95,1654,31,201,0
3186,26,95,1685, 27.1,203,0
3187,27,5,1456, 48.8,205,0
3188,27,5,1752, 27.8,208,0
3189,26,95,1438,51,211,0
3190,26,95,1551, 33.7,214,0
3191,26,95,1599, 30.1,216,0
3192,26,95,1732, 33.7,218,0
3193,26,95,1418, 39.8,221,0
3194,26,85,1401, 44.5,0,0
3195,26,85,1454, 51.7,2,0
3196,26,85,1635, 32.4,4,0
3197,26,85,1489, 40.3,7,0
3198,26,85,1465, 40.6,9,0
3199,26,85,1463, 45.7,11,0
3200,26,95,1560, 35.4,14,0
3201,26,95,1454, 44.4,19,0
3202,27,5,1479,47,22,0
3203,27,5,1430, 43.4,24,0
3204,26,95,1533,38,26,0
3205,26,95,1404, 54.8,29,0
3206,26,95,1548, 38.4,31,0
3207,26,95,1612,33,34,0
3208,27,5,1642, 31.2,37,0
3209,27,5,1406, 42.2,40,0
3210,27,15,1587, 31.4,43,0
3211,27,15,1364, 47.6,45,0
3212,27,15,1462, 51.4,48,0
3213,27,15,1649, 32.4,50,0
3214,27,25,1752,29,52,0
3215,27,25,1396, 51.2,54,0
3216,27,35,2179, 16.3,59,0
3217,27,35,1653, 27.6,62,0
3218,27,45,2025, 21.4,64,0
3219,27,45,1426, 53.6,66,0
3220,27,45,1503, 38.4,68,0
3221,27,55,1525, 36.5,71,0
3222,27,45,1423, 49.1,74,0
3223,27,55,1435, 44.7,76,0
3224,27,45,1495, 36.5,79,0
3225,27,45,1557, 33.8,84,0
3226,27,45,1474, 40.7,87,0
3227,27,35,1465,46,89,0
3228,27,35,1589, 34.9,91,0
3229,27,35,1475, 46.8,94,0
3230,27,45,1442, 43.2,96,0
3231,27,45,1556,36,98,0
3232,27,55,1425, 45.3,100,0
3233,27,55,1580, 38.3,102,0
3234,27,65,1474, 40.7,104,0
3235,27,65,1489, 38.4,109,0
3236,27,65,1946, 20.5,111,0
3237,27,65,1342, 62.4,113,1
3238,27,75,1758, 26.8,116,0
3239,27,75,1724, 25.6,119,0
3240,27,85,1430, 48.5,122,0
3241,27,75,1612, 35.2,124,0
3242,27,75,1469, 43.4,126,0
3243,27,75,1384, 42.4,131,0
3244,27,85,1724, 28.1,133,0
3245,27,85,1397,48,135,0
3246,27,85,1588, 32.7,138,0
3247,27,85,1468,42,141,0
3248,27,85,1594, 31.1,143,0
3249,27,85,1511, 39.3,146,0
3250,27,95,1493, 38.9,149,0
3251,28,5,1709,27,151,0
3252,27,95,1501, 36.1,156,0
3253,27,95,1668, 30.8,158,0
3254,27,95,1502, 48.9,160,0
3255,27,85,1288, 58.4,162,0
3256,27,85,1491, 42.9,165,0
3257,27,95,1519, 39.6,167,0
3258,28,5,1984, 19.7,169,0
3259,28,5,1643, 32.9,171,0
3260,28,5,1625, 31.6,173,0
3261,28,15,2068, 17.8,176,0
3262,28,15,1469, 39.7,179,0
3263,28,15,1558, 36.3,184,0
3264,28,15,1344, 54.8,186,0
3265,28,15,1455, 44.1,188,0
3266,28,15,1355, 53.6,193,0
3267,28,15,1269, 56.8,195,1
3268,28,15,1550, 41.5,197,0
3269,28,15,1525, 37.8,199,0
3270,28,15,1696, 32.4,202,0
3271,28,25,1937, 21.8,205,0
3272,28,25,1689, 32.1,207,0
3273,28,15,1593, 30.8,210,0
3274,28,15,1565,36,213,0
3275,28,15,1665, 31.4,0,0
3276,28,15,1532, 36.3,2,0
3277,28,15,1438, 40.9,7,0
3278,28,15,1531, 41.6,9,0
3279,28,15,1506, 40.8,11,0
3280,28,5,1382, 52.4,13,0
3281,28,5,1456, 50.8,15,0
3282,28,5,1445, 45.6,18,0
3283,28,5,1515, 40.9,21,0
3284,28,5,1449, 45.5,23,0
3285,28,5,1362, 50.7,25,0
3286,28,5,1687, 29.7,30,0
3287,28,5,1618, 37.6,32,0
3288,28,5,1558, 32.6,34,0
3289,28,15,1662,31,37,0
3290,28,5,1295, 56.6,39,0
3291,28,5,1385, 42.3,42,0
3292,28,5,1479, 45.5,44,0
3293,28,15,1400, 44.3,47,0
3294,28,5,1357, 54.5,49,0
3295,27,95,1657, 34.1,52,0
3296,27,95,1496, 43.4,54,0
3297,28,5,1379, 43.2,56,0
3298,28,5,1548, 38.6,59,0
3299,28,5,1499, 38.1,61,0
3300,28,15,1390, 45.8,63,0
3301,28,15,1538, 38.4,65,0
3302,28,15,1365, 47.7,70,0
3303,28,15,1503, 48.6,72,0
3304,28,5,1390, 49.9,74,0
3305,28,5,1497, 45.7,76,0
3306,28,15,1577, 48.3,78,0
3307,28,25,1432, 54.3,81,0
3308,28,25,1563, 39.9,83,0
3309,28,25,1433, 43.4,86,0
3310,28,15,1384, 50.1,88,0
3311,28,15,1346, 46.7,90,0
3312,28,15,1459, 44.7,92,0
3313,28,25,1639, 28.9,94,0
3314,28,25,1737, 31.9,96,0
3315,28,25,1489, 43.5,98,0
3316,28,35,1492,43,100,0
3317,28,25,1217, 60.6,103,0
3318,28,35,1636, 28.7,106,0
3319,28,25,1436, 49.7,108,0
3320,28,25,1689, 30.6,110,0
3321,28,35,2289, 16.4,112,0
3322,28,35,1522,41,114,0
3323,28,35,1351, 52.9,116,0
3324,28,35,1589, 36.7,118,0
3325,28,35,1578, 34.1,120,0
3326,28,35,1587, 33.7,122,0
3327,28,35,1962, 20.2,124,0
3328,28,35,2432, 14.2,126,0
3329,28,45,1418, 43.9,129,0
3330,28,45,1683, 29.7,131,0
3331,28,55,1385, 50.7,133,0
3332,28,55,1559, 44.5,135,0
3333,28,55,1671, 31.6,137,0
3334,28,45,1343, 49.5,140,0
3335,28,45,1548, 34.2,143,0
3336,28,55,1705, 31.2,146,0
3337,28,45,1535, 35.4,148,0
3338,28,45,1564, 34.1,150,0
3339,28,45,1510, 40.9,152,0
3340,28,45,1492, 45.2,155,0
3341,28,35,1452, 44.1,157,0
3342,28,25,1329,52,160,0
3343,28,35,1382, 52.4,165,0
3344,28,35,1628, 36.4,167,0
3345,28,25,1706, 27.9,170,0
3346,28,15,1594, 34.1,172,0
3347,28,15,1761, 24.3,174,0
3348,28,15,1529, 41.8,176,0
3349,28,15,1532, 40.7,178,0
3350,28,25,1673, 27.8,181,0
3351,28,25,1285, 62.6,183,1
3352,28,25,1680, 31.4,185,0
3353,28,25,1610, 34.6,187,0
3354,28,45,1632, 31.6,189,0
3355,28,45,1559, 40.2,191,0
3356,28,35,1367,49,193,0
3357,28,45,1355, 57.8,195,1
3358,28,45,1414, 51.7,197,0
3359,28,35,1522, 36.6,202,0
3360,28,35,1525, 41.9,204,0
3361,28,35,1394, 46.5,206,0
3362,28,35,1519, 40.7,208,0
3363,28,25,1445, 43.9,210,0
3364,28,25,1555, 43.3,212,0
3365,28,25,1633, 39.5,0,0
3366,28,25,1630, 30.3,2,0
3367,28,25,1692, 32.3,5,0
3368,28,35,1790, 26.2,8,0
3369,28,35,1350, 58.5,13,0
3370,28,35,2760,8,15,1
3371,28,25,1584, 32.2,17,0
3372,28,25,1989, 21.8,19,0
3373,28,25,1431, 44.3,21,0
3374,28,25,1568, 35.2,23,0
3375,28,25,1376, 50.6,25,0
3376,28,25,1459, 46.9,27,0
3377,28,35,1385, 47.5,30,0
3378,28,35,1591, 29.6,33,0
3379,28,35,1568, 33.1,38,0
3380,28,25,1459, 37.7,40,0
3381,28,25,1590, 36.3,43,0
3382,28,15,1376, 47.6,45,0
3383,28,15,1510, 38.5,47,0
3384,28,25,1674, 33.6,49,0
3385,28,15,1426, 40.7,54,0
3386,28,35,1466, 43.6,56,0
3387,28,35,1474, 38.7,58,0
3388,28,45,1290, 65.3,63,0
3389,28,55,1435,48,66,0
3390,28,35,1416, 53.2,69,0
3391,28,35,1599, 40.4,72,0
3392,28,35,1466, 47.3,77,0
3393,28,35,1408, 47.3,79,0
3394,28,35,1490, 48.1,81,0
3395,28,35,1405, 42.3,83,0
3396,28,25,1647, 33.3,85,0
3397,28,25,1459,35,87,0
3398,28,25,1648, 30.7,90,0
3399,28,25,1675, 30.7,92,0
3400,28,25,1605, 34.2,94,0
3401,28,25,1536, 44.4,96,0
3402,28,25,1617, 34.3,101,0
3403,28,25,1347, 53.3,104,0
3404,28,15,1337, 52.7,106,0
3405,28,15,1695, 30.9,108,0
3406,28,15,1635, 32.5,110,0
3407,28,5,1470,44,113,0
3408,28,5,1381, 49.8,115,0
3409,28,5,1382, 41.6,117,0
3410,28,5,1697,30,120,0
3411,28,5,1451, 39.7,123,0
3412,28,15,1419, 55.7,125,0
3413,28,15,1313, 55.6,127,0
3414,28,15,1560, 36.3,129,0
3415,28,15,1555, 41.2,131,0
3416,28,25,1579, 36.9,133,0
3417,28,35,1435, 44.6,135,0
3418,28,45,1621, 33.7,137,0
3419,28,45,1555, 40.4,139,0
3420,28,35,1611, 33.8,144,0
3421,28,45,1834, 23.5,146,0
3422,28,35,1612, 29.8,148,0
3423,28,35,1629, 34.1,151,0
3424,28,25,1496, 35.2,153,0
3425,28,35,1593, 32.9,155,0
3426,28,35,1623, 33.5,157,0
3427,28,35,1380, 48.7,160,0
3428,28,45,1562, 34.4,162,0
3429,28,45,1391, 49.4,164,0
3430,28,35,1551, 34.3,166,0
3431,28,45,1821, 26.2,171,0
3432,28,45,1429, 43.6,176,0
3433,28,45,2012, 20.7,178,0
3434,28,45,1924, 23.6,181,0
3435,28,35,1412, 44.1,184,0
3436,28,35,1389, 54.9,187,0
3437,28,35,1466, 48.1,189,0
3438,28,35,2297, 15.8,191,0
3439,28,25,1471, 37.5,193,0
3440,28,25,1492, 41.4,195,0
3441,28,15,1460, 41.5,197,0
3442,28,25,1559, 39.4,199,0
3443,28,25,1495, 52.5,201,0
3444,28,35,1535,39,204,0
3445,28,35,1381, 50.7,206,0
3446,28,45,1599, 36.1,208,0
3447,28,45,1400, 49.5,211,0
3448,28,55,1624, 34.5,216,0
3449,28,45,1478, 36.6,218,0
3450,28,55,1605, 33.3,220,0
3451,28,45,1506, 43.4,222,0
3452,28,45,1455, 43.9,0,0
3453,28,45,1602, 32.3,2,0
3454,28,35,1425, 54.4,7,0
3455,28,35,1918, 21.8,9,0
3456,28,25,1611, 41.5,11,0
3457,28,25,1610, 38.6,16,0
